Gold_Cust_ID,DM Mail Date
2198731,5/8/2023
2198731,11/6/2023
2198731,11/18/2024
2199783,11/6/2023
2199783,9/5/2023
2199783,4/7/2025
2202059,9/5/2023
2202059,11/29/2023
2202059,5/6/2024
2202059,4/8/2024
2202059,11/18/2024
2202059,5/8/2023
2202059,4/7/2025
2202059,11/6/2023
2202059,9/9/2024
2204561,11/6/2023
2204561,11/18/2024
2204561,9/9/2024
2204561,5/6/2024
2204561,4/7/2025
2204561,5/8/2023
2204730,5/8/2023
2204730,11/6/2023
2204730,9/5/2023
2204730,4/8/2024
2204730,11/18/2024
2204730,11/29/2023
2204730,5/6/2024
2204730,9/9/2024
2208153,4/8/2024
2208153,11/6/2023
2208153,5/8/2023
2208153,4/7/2025
2208153,11/18/2024
2208153,9/5/2023
2208153,5/6/2024
2208153,9/9/2024
2208153,11/29/2023
2210810,5/6/2024
2210810,9/5/2023
2210810,7/5/2023
2210810,11/29/2023
2210810,11/6/2023
2210810,4/8/2024
2210810,5/8/2023
2210810,9/9/2024
2215756,7/5/2023
2215756,4/8/2024
2215756,9/9/2024
2215756,11/29/2023
2215756,11/18/2024
2215756,5/8/2023
2215756,4/7/2025
2215756,5/6/2024
2215756,9/5/2023
2215756,11/6/2023
2216942,11/18/2024
2216942,9/9/2024
2216942,5/8/2023
2216942,7/5/2023
2216942,11/6/2023
2216942,5/6/2024
2216942,9/5/2023
2216942,11/29/2023
2216942,4/7/2025
2221372,5/6/2024
2221372,5/8/2023
2221372,11/18/2024
2221372,9/9/2024
2221372,11/6/2023
2221376,7/5/2023
2221376,11/29/2023
2221376,4/8/2024
2221376,9/5/2023
2221376,5/6/2024
2221376,5/8/2023
2221376,11/6/2023
2224658,11/29/2023
2224658,4/8/2024
2224658,4/7/2025
2224658,5/8/2023
2224658,9/9/2024
2224658,11/18/2024
2224658,9/5/2023
2224658,7/5/2023
2224658,11/6/2023
2224658,5/6/2024
2228595,11/29/2023
2228595,4/8/2024
2228595,11/6/2023
2228595,7/5/2023
2228595,5/8/2023
2228595,9/9/2024
2228595,5/6/2024
2230212,5/8/2023
2231884,11/18/2024
2231884,9/9/2024
2231884,4/8/2024
2231884,5/8/2023
2231884,4/7/2025
2231884,5/6/2024
2237197,11/29/2023
2237197,9/5/2023
2237197,11/18/2024
2237197,9/9/2024
2237197,4/7/2025
2237197,11/6/2023
2237197,5/8/2023
2237197,4/8/2024
2237197,5/6/2024
2238258,4/8/2024
2238258,7/5/2023
2238258,9/5/2023
2238258,11/18/2024
2238258,11/6/2023
2238258,5/8/2023
2238258,5/6/2024
2238258,5/8/2023
2238258,9/9/2024
2238258,11/29/2023
2238258,4/7/2025
2240090,5/6/2024
2240090,11/6/2023
2240090,9/5/2023
2240090,4/8/2024
2240090,11/18/2024
2240090,11/29/2023
2240090,4/7/2025
2242832,5/8/2023
2242832,4/7/2025
2242832,9/5/2023
2242832,11/29/2023
2242832,11/6/2023
2242832,9/9/2024
2248529,11/18/2024
2248529,4/7/2025
2248529,4/7/2025
2248529,5/6/2024
2248529,9/9/2024
2248529,4/8/2024
2249226,11/29/2023
2249226,5/6/2024
2249226,7/5/2023
2249226,4/7/2025
2249226,11/18/2024
2249226,5/8/2023
2249226,4/8/2024
2249226,9/9/2024
2249226,11/6/2023
2249236,9/5/2023
2249236,5/8/2023
2249236,11/6/2023
2249236,11/18/2024
2249236,5/6/2024
2250725,11/18/2024
2250725,5/6/2024
2250725,11/29/2023
2250725,9/9/2024
2250725,11/6/2023
2250725,4/8/2024
2250725,5/8/2023
2257910,11/6/2023
2257910,4/7/2025
2259503,5/30/2023
2259503,7/5/2023
2259503,9/9/2024
2259503,9/5/2023
2259503,11/29/2023
2259503,4/8/2024
2259503,11/6/2023
2259503,5/6/2024
2261877,1/16/2024
2261877,10/16/2023
2265829,5/6/2024
2265829,4/7/2025
2265829,9/5/2023
2265829,5/8/2023
2265829,7/5/2023
2265829,11/6/2023
2265829,11/18/2024
2265829,11/29/2023
2265829,4/8/2024
2267344,11/18/2024
2267344,11/6/2023
2267344,4/7/2025
2267344,11/29/2023
2268699,5/6/2024
2268699,9/9/2024
2268699,4/7/2025
2268699,5/8/2023
2268699,7/5/2023
2268699,11/29/2023
2268699,11/18/2024
2268699,11/6/2023
2268937,5/8/2023
2268937,7/5/2023
2268937,11/6/2023
2268937,11/29/2023
2268937,5/6/2024
2268937,4/7/2025
2268937,9/5/2023
2268937,9/9/2024
2268937,4/8/2024
2268937,11/18/2024
2270125,9/9/2024
2270125,9/5/2023
2270125,5/8/2023
2270125,11/29/2023
2270125,5/6/2024
2270125,11/18/2024
2274406,5/8/2023
2274406,9/5/2023
2274406,11/6/2023
2274406,11/18/2024
2274406,7/5/2023
2274406,11/29/2023
2274406,5/6/2024
2274406,4/8/2024
2274406,4/7/2025
2274986,9/5/2023
2274986,5/8/2023
2274986,4/8/2024
2274986,5/6/2024
2274986,9/9/2024
2274986,11/6/2023
2274986,11/29/2023
2274986,11/18/2024
2276300,4/8/2024
2276300,11/29/2023
2276300,5/6/2024
2276300,4/7/2025
2276300,9/9/2024
2276300,5/8/2023
2276300,11/6/2023
2276300,11/18/2024
2277009,9/9/2024
2277009,7/5/2023
2277009,11/29/2023
2277009,9/5/2023
2277009,11/6/2023
2277009,5/6/2024
2277009,4/8/2024
2277009,4/7/2025
2277009,5/8/2023
2277009,11/18/2024
2285830,4/7/2025
2285830,5/8/2023
2285830,9/5/2023
2285830,5/6/2024
2285830,9/9/2024
2285830,11/18/2024
2285830,4/8/2024
2285830,11/6/2023
2285830,11/29/2023
2285830,7/5/2023
2287596,5/6/2024
2287596,9/9/2024
2287596,11/6/2023
2287596,9/5/2023
2287596,11/18/2024
2287596,7/5/2023
2287596,5/8/2023
2287596,11/29/2023
2287596,4/8/2024
2290201,9/5/2023
2290201,5/8/2023
2290201,5/6/2024
2290201,7/5/2023
2290201,11/29/2023
2290201,11/6/2023
2290718,4/8/2024
2290718,7/5/2023
2290718,11/29/2023
2290718,11/18/2024
2290718,5/6/2024
2290718,4/7/2025
2290718,9/5/2023
2290718,11/6/2023
2290718,5/8/2023
2290718,9/9/2024
2294007,11/6/2023
2294007,5/8/2023
2297716,4/8/2024
2297716,5/8/2023
2297716,11/18/2024
2297716,11/29/2023
2297716,5/6/2024
2297716,4/7/2025
2297716,9/5/2023
2297716,9/9/2024
2297716,11/6/2023
2298776,11/6/2023
2298776,11/18/2024
2298776,4/8/2024
2298776,9/9/2024
2298776,5/6/2024
2298776,4/7/2025
2299338,9/5/2023
2299338,4/7/2025
2299338,11/29/2023
2299338,11/6/2023
2299338,11/18/2024
2299338,5/8/2023
2299338,7/5/2023
2300938,11/18/2024
2300938,5/8/2023
2300938,4/8/2024
2300938,7/5/2023
2300938,11/6/2023
2300938,7/5/2023
2300938,5/8/2023
2300938,11/29/2023
2300938,5/6/2024
2300938,9/9/2024
2305383,4/8/2024
2305383,9/5/2023
2305383,4/7/2025
2305383,11/29/2023
2305383,11/6/2023
2305383,7/5/2023
2305383,5/8/2023
2305383,5/6/2024
2307464,9/5/2023
2307464,11/6/2023
2307464,5/6/2024
2307464,9/9/2024
2307464,5/8/2023
2307464,4/8/2024
2307464,7/5/2023
2307464,11/18/2024
2307464,11/29/2023
2307464,4/7/2025
2315203,9/5/2023
2315203,11/29/2023
2315203,4/8/2024
2315203,7/5/2023
2315203,5/8/2023
2315203,11/6/2023
2315203,5/6/2024
2317660,5/6/2024
2317660,4/8/2024
2317660,11/6/2023
2317660,7/5/2023
2317660,9/9/2024
2317660,5/8/2023
2317660,9/5/2023
2317660,11/29/2023
2318516,11/29/2023
2318516,4/8/2024
2318516,5/6/2024
2318516,7/5/2023
2318516,4/7/2025
2318516,5/8/2023
2318516,11/6/2023
2318516,9/5/2023
2318516,9/9/2024
2318516,11/18/2024
2319060,11/6/2023
2319060,9/9/2024
2319060,5/6/2024
2319060,11/29/2023
2319060,9/5/2023
2319060,7/5/2023
2319060,5/8/2023
2319060,4/8/2024
2324019,11/6/2023
2324019,11/18/2024
2324019,5/6/2024
2324019,5/8/2023
2324019,4/7/2025
2333956,5/8/2023
2333956,4/8/2024
2333956,11/6/2023
2333956,5/6/2024
2333956,11/29/2023
2333956,4/7/2025
2333956,7/5/2023
2333956,11/18/2024
2333956,9/9/2024
2340943,5/8/2023
2344689,11/29/2023
2344689,11/6/2023
2344689,4/8/2024
2344689,5/6/2024
2344689,9/9/2024
2344689,7/5/2023
2344689,9/5/2023
2344689,4/7/2025
2344689,11/18/2024
2345220,11/18/2024
2345220,11/29/2023
2345220,5/8/2023
2345220,11/6/2023
2345220,9/5/2023
2354440,11/18/2024
2354440,9/5/2023
2354440,5/8/2023
2354440,11/6/2023
2354440,7/5/2023
2354440,11/29/2023
2354440,4/7/2025
2354440,9/9/2024
2354440,4/8/2024
2359027,11/18/2024
2359027,5/6/2024
2359027,4/7/2025
2359027,11/6/2023
2359027,9/5/2023
2359027,5/8/2023
2359027,4/8/2024
2359027,11/29/2023
2360611,5/8/2023
2360611,5/6/2024
2360611,9/5/2023
2360611,7/5/2023
2360611,9/9/2024
2360611,11/18/2024
2360611,11/6/2023
2361924,11/6/2023
2361924,5/6/2024
2361924,4/7/2025
2361924,11/18/2024
2362786,11/18/2024
2362786,11/6/2023
2362786,5/8/2023
2362786,4/7/2025
2367411,11/29/2023
2367411,11/6/2023
2367411,9/5/2023
2367411,5/8/2023
2367411,4/8/2024
2367411,9/9/2024
2367411,7/5/2023
2367411,5/6/2024
2370680,7/5/2023
2370680,4/8/2024
2370680,5/8/2023
2370680,11/6/2023
2370680,11/29/2023
2370680,9/5/2023
2370680,9/9/2024
2370680,11/18/2024
2370680,4/7/2025
2370680,5/6/2024
2371003,9/5/2023
2371003,11/18/2024
2371003,11/6/2023
2371003,4/7/2025
2371003,7/5/2023
2371003,5/8/2023
2372163,9/5/2023
2372163,11/29/2023
2372163,11/6/2023
2372163,5/8/2023
2372163,4/8/2024
2372163,7/5/2023
2377254,7/5/2023
2377254,5/6/2024
2377254,5/8/2023
2377254,11/29/2023
2377254,4/8/2024
2377254,11/6/2023
2377254,4/7/2025
2377254,11/18/2024
2377254,9/5/2023
2381434,11/6/2023
2381434,5/8/2023
2381434,4/7/2025
2382119,11/6/2023
2382119,11/29/2023
2382119,11/18/2024
2382119,7/5/2023
2382119,4/7/2025
2382119,9/9/2024
2382119,11/18/2024
2382119,4/8/2024
2382119,5/6/2024
2382119,5/6/2024
2382119,5/8/2023
2382119,5/8/2023
2382119,9/9/2024
2382119,11/6/2023
2382119,9/5/2023
2382595,11/6/2023
2382595,5/8/2023
2382595,4/8/2024
2382595,9/5/2023
2382595,11/29/2023
2382595,5/6/2024
2384709,11/29/2023
2384709,7/5/2023
2384709,5/6/2024
2384709,11/6/2023
2384709,9/5/2023
2384709,4/8/2024
2384709,5/8/2023
2384709,9/9/2024
2384975,4/7/2025
2384975,7/5/2023
2384975,5/8/2023
2384975,4/8/2024
2384975,9/5/2023
2384975,9/9/2024
2384975,11/18/2024
2384975,5/6/2024
2384975,11/6/2023
2384975,11/18/2024
2388065,5/6/2024
2388065,4/7/2025
2388065,11/6/2023
2388065,11/29/2023
2388065,11/18/2024
2388065,5/8/2023
2388065,9/9/2024
2388065,9/5/2023
2388065,4/8/2024
2389553,4/8/2024
2389553,4/7/2025
2389553,11/6/2023
2389553,9/5/2023
2389553,7/5/2023
2389553,5/8/2023
2389553,9/9/2024
2389553,5/6/2024
2389553,11/29/2023
2389553,11/18/2024
2393182,11/29/2023
2393182,4/7/2025
2393182,4/8/2024
2393182,5/8/2023
2393182,11/18/2024
2393182,11/6/2023
2393182,5/6/2024
2393182,9/9/2024
2393182,9/5/2023
2395578,4/8/2024
2395578,11/6/2023
2395578,9/5/2023
2395578,5/8/2023
2395578,11/18/2024
2395578,5/6/2024
2395578,7/5/2023
2395578,9/9/2024
2395578,4/7/2025
2400160,5/6/2024
2400160,11/18/2024
2400160,9/9/2024
2400160,7/5/2023
2400160,4/8/2024
2400160,11/29/2023
2400160,5/8/2023
2400160,9/5/2023
2400160,11/6/2023
2400160,4/7/2025
2407527,5/6/2024
2407527,9/5/2023
2407527,11/18/2024
2407527,11/6/2023
2407527,11/29/2023
2407527,9/9/2024
2407527,4/7/2025
2407527,7/5/2023
2407527,5/8/2023
2407527,4/8/2024
2414052,11/29/2023
2414052,9/5/2023
2414052,7/5/2023
2414052,11/18/2024
2414052,5/6/2024
2414052,11/6/2023
2414052,4/7/2025
2414052,9/9/2024
2414052,5/8/2023
2414052,4/8/2024
2421252,7/5/2023
2421252,9/5/2023
2421252,11/29/2023
2421252,5/8/2023
2421252,9/9/2024
2421252,5/6/2024
2421252,11/18/2024
2421252,4/8/2024
2421252,11/6/2023
2425505,9/9/2024
2425505,11/6/2023
2425505,4/8/2024
2425505,4/8/2024
2425505,9/5/2023
2425505,7/5/2023
2425505,11/18/2024
2425505,4/7/2025
2425505,11/29/2023
2425505,5/6/2024
2425505,9/5/2023
2425505,11/29/2023
2425505,11/6/2023
2425505,5/8/2023
2425505,9/9/2024
2425505,5/8/2023
2425505,5/6/2024
2433271,4/7/2025
2445657,9/5/2023
2445657,4/8/2024
2445657,5/8/2023
2445657,9/9/2024
2445657,11/6/2023
2445657,5/6/2024
2446906,4/8/2024
2446906,11/6/2023
2446906,5/6/2024
2446906,7/5/2023
2446906,9/9/2024
2446906,11/29/2023
2446906,5/8/2023
2461342,5/6/2024
2461342,11/18/2024
2461342,11/6/2023
2461342,11/29/2023
2461342,5/8/2023
2461342,7/5/2023
2461342,4/7/2025
2461342,9/5/2023
2464919,11/6/2023
2464919,4/8/2024
2464919,11/18/2024
2464919,9/9/2024
2464919,11/29/2023
2464919,7/5/2023
2464919,9/5/2023
2464919,5/8/2023
2464919,5/6/2024
2464919,4/7/2025
2470381,11/6/2023
2470381,4/7/2025
2470381,11/18/2024
2470381,5/8/2023
2470381,5/6/2024
2470381,9/9/2024
2470381,9/5/2023
2470381,7/5/2023
2470381,4/8/2024
2470381,11/29/2023
2470862,5/6/2024
2470862,11/18/2024
2470862,9/9/2024
2470862,9/5/2023
2470862,4/7/2025
2470862,4/8/2024
2470862,7/5/2023
2470862,11/29/2023
2470862,5/8/2023
2470862,11/6/2023
2472727,5/6/2024
2472727,4/8/2024
2472727,11/6/2023
2472727,9/9/2024
2472727,4/7/2025
2472727,11/29/2023
2472727,5/8/2023
2472727,11/18/2024
2473620,4/8/2024
2473620,5/8/2023
2473620,5/6/2024
2473620,11/18/2024
2473620,9/9/2024
2473620,11/6/2023
2477385,11/6/2023
2477385,11/18/2024
2479579,11/6/2023
2479579,9/5/2023
2479579,5/6/2024
2479579,11/18/2024
2479579,4/7/2025
2479579,11/29/2023
2479579,7/5/2023
2479579,9/9/2024
2479579,5/8/2023
2479829,5/8/2023
2482906,5/8/2023
2482906,7/5/2023
2482906,11/6/2023
2482906,11/18/2024
2486217,5/8/2023
2486217,9/5/2023
2486217,7/5/2023
2486217,11/6/2023
2486217,11/29/2023
2487644,5/8/2023
2487644,11/6/2023
2487996,5/8/2023
2487996,11/29/2023
2487996,11/18/2024
2487996,11/6/2023
2487996,9/5/2023
2487996,4/7/2025
2488708,4/8/2024
2488708,5/8/2023
2488708,11/6/2023
2488708,11/18/2024
2488708,7/5/2023
2488708,11/29/2023
2488708,4/7/2025
2488708,5/6/2024
2489140,5/6/2024
2489140,11/18/2024
2489140,5/8/2023
2489140,4/8/2024
2489140,4/7/2025
2489140,9/5/2023
2489140,7/5/2023
2489140,9/9/2024
2489140,11/29/2023
2489140,11/6/2023
2490331,4/8/2024
2490331,7/5/2023
2490331,4/7/2025
2490331,5/6/2024
2490331,9/5/2023
2490331,11/18/2024
2490331,11/29/2023
2490331,11/6/2023
2490331,5/8/2023
2490331,9/9/2024
2491184,4/8/2024
2491184,7/5/2023
2491184,11/29/2023
2491184,4/7/2025
2491184,11/6/2023
2491184,5/6/2024
2491184,5/8/2023
2497708,11/29/2023
2497708,4/8/2024
2497708,5/8/2023
2497708,9/5/2023
2497708,11/6/2023
2497708,11/18/2024
2497708,7/5/2023
2497708,4/7/2025
2497708,5/6/2024
2497708,9/9/2024
2498799,4/8/2024
2498799,5/6/2024
2501712,5/8/2023
2501712,11/6/2023
2501712,11/18/2024
2508905,11/18/2024
2508905,11/6/2023
2510103,5/8/2023
2510103,11/6/2023
2510103,5/6/2024
2510103,4/7/2025
2510103,9/9/2024
2510103,4/8/2024
2510103,7/5/2023
2510103,11/18/2024
2510103,9/5/2023
2510103,11/29/2023
2512354,9/5/2023
2512354,4/8/2024
2512354,11/18/2024
2512354,4/7/2025
2512354,11/6/2023
2512354,11/29/2023
2512354,9/9/2024
2512354,7/5/2023
2512354,5/6/2024
2512354,5/8/2023
2512446,5/8/2023
2512446,4/7/2025
2512446,11/18/2024
2513061,1/16/2024
2513061,5/6/2024
2513061,11/18/2024
2513061,11/6/2023
2513061,4/8/2024
2513061,10/16/2023
2513061,11/29/2023
2513061,4/7/2025
2513852,11/18/2024
2513852,4/8/2024
2513852,4/7/2025
2513852,5/6/2024
2513852,9/9/2024
2513852,5/8/2023
2513852,7/5/2023
2513852,9/5/2023
2513852,11/29/2023
2513852,11/6/2023
2520877,11/6/2023
2520877,11/18/2024
2520877,9/9/2024
2520877,11/29/2023
2520877,4/7/2025
2520877,5/8/2023
2520877,4/8/2024
2520877,9/5/2023
2520877,7/5/2023
2520877,5/6/2024
2520962,11/6/2023
2520962,5/8/2023
2520962,5/6/2024
2520962,11/18/2024
2521975,11/6/2023
2521975,5/6/2024
2521975,11/18/2024
2522081,11/6/2023
2522081,7/5/2023
2522081,4/7/2025
2522081,11/29/2023
2522081,11/18/2024
2525687,11/29/2023
2525687,11/6/2023
2525687,11/18/2024
2526701,9/5/2023
2526701,5/8/2023
2526701,4/7/2025
2527727,9/9/2024
2527727,5/6/2024
2527727,11/18/2024
2527727,5/8/2023
2527727,11/6/2023
2527727,4/7/2025
2527727,11/29/2023
2527727,7/5/2023
2527727,9/5/2023
2527727,4/8/2024
2528052,4/8/2024
2528052,11/29/2023
2528052,9/5/2023
2528052,4/7/2025
2528052,11/18/2024
2528052,9/9/2024
2528052,5/6/2024
2528052,5/8/2023
2528052,11/6/2023
2528052,7/5/2023
2528288,9/9/2024
2528288,4/8/2024
2528288,5/8/2023
2528288,7/5/2023
2528288,5/6/2024
2528288,11/29/2023
2528288,9/5/2023
2528288,11/18/2024
2528288,11/6/2023
2528288,4/7/2025
2530618,9/5/2023
2530618,4/8/2024
2530618,11/29/2023
2530618,7/5/2023
2530618,11/6/2023
2530618,5/8/2023
2530618,9/9/2024
2530618,5/6/2024
2531119,7/5/2023
2531119,9/9/2024
2531119,5/8/2023
2531119,5/6/2024
2531119,4/7/2025
2531119,9/5/2023
2531119,11/18/2024
2531119,4/8/2024
2531119,11/29/2023
2531119,11/6/2023
2542588,4/7/2025
2542588,11/18/2024
2542588,11/6/2023
2542588,5/8/2023
2542588,5/6/2024
2542588,9/9/2024
2542588,4/8/2024
2545725,11/6/2023
2545725,5/6/2024
2545725,11/29/2023
2545725,11/18/2024
2545725,5/8/2023
2545725,7/5/2023
2545725,9/5/2023
2545725,4/7/2025
2545725,9/9/2024
2545725,4/8/2024
2548325,11/18/2024
2548325,5/6/2024
2548325,7/5/2023
2548325,5/8/2023
2548325,4/7/2025
2548325,9/5/2023
2548325,11/6/2023
2548325,11/29/2023
2548816,9/5/2023
2548816,4/8/2024
2548816,11/6/2023
2548816,9/9/2024
2548816,11/29/2023
2548816,5/8/2023
2548816,11/18/2024
2548816,7/5/2023
2548816,5/6/2024
2548816,4/7/2025
2551660,11/18/2024
2551660,4/7/2025
2551660,7/5/2023
2551660,5/6/2024
2551660,4/8/2024
2551660,11/6/2023
2551660,11/29/2023
2551660,9/5/2023
2551660,5/8/2023
2552076,7/5/2023
2552076,11/6/2023
2552076,11/18/2024
2552076,5/8/2023
2552076,9/9/2024
2552076,11/29/2023
2552076,9/5/2023
2552076,4/7/2025
2552076,5/6/2024
2552076,4/8/2024
2553329,11/6/2023
2553329,5/6/2024
2553329,9/5/2023
2553329,9/9/2024
2553329,7/5/2023
2553329,4/7/2025
2553329,11/18/2024
2553329,5/8/2023
2553329,11/29/2023
2553329,4/8/2024
2555014,11/29/2023
2555014,9/5/2023
2555014,4/7/2025
2555014,5/8/2023
2555014,11/18/2024
2555014,5/6/2024
2555014,11/6/2023
2555214,9/5/2023
2555214,4/8/2024
2555214,5/8/2023
2555214,11/18/2024
2555214,4/7/2025
2555214,9/9/2024
2555214,11/29/2023
2555214,11/6/2023
2555214,5/6/2024
2558836,11/6/2023
2558836,9/9/2024
2558836,9/5/2023
2558836,5/6/2024
2558836,11/18/2024
2558836,11/29/2023
2558836,7/5/2023
2561265,11/6/2023
2561265,7/5/2023
2561265,9/5/2023
2561265,5/8/2023
2561265,4/7/2025
2561561,4/8/2024
2561561,4/7/2025
2561561,11/18/2024
2561561,5/8/2023
2561561,5/6/2024
2561561,11/29/2023
2561561,11/6/2023
2565728,11/18/2024
2565728,5/6/2024
2565728,5/8/2023
2565728,11/6/2023
2565728,4/8/2024
2565728,11/29/2023
2565728,4/7/2025
2565728,7/5/2023
2565728,9/5/2023
2565728,9/9/2024
2567488,7/5/2023
2567488,4/7/2025
2567488,11/29/2023
2567488,11/6/2023
2567488,11/18/2024
2567488,9/5/2023
2567488,5/6/2024
2567488,4/8/2024
2567488,5/8/2023
2567488,9/9/2024
2568356,11/18/2024
2568356,5/8/2023
2568356,5/6/2024
2568356,11/6/2023
2568356,4/7/2025
2568356,9/9/2024
2574727,9/9/2024
2574727,11/6/2023
2574727,5/8/2023
2574727,4/8/2024
2574727,11/18/2024
2577515,9/5/2023
2577515,5/8/2023
2577515,5/6/2024
2577515,11/18/2024
2577515,11/6/2023
2577515,9/9/2024
2577515,7/5/2023
2577515,4/7/2025
2577515,4/8/2024
2577515,11/29/2023
2578108,5/8/2023
2578108,4/7/2025
2578108,9/9/2024
2578108,5/6/2024
2578108,11/18/2024
2578108,4/8/2024
2578108,7/5/2023
2578108,11/6/2023
2578108,9/5/2023
2578108,11/29/2023
2579280,4/8/2024
2579280,5/8/2023
2579280,11/6/2023
2579280,9/5/2023
2579280,11/18/2024
2579280,7/5/2023
2579280,9/9/2024
2579280,11/29/2023
2579280,5/6/2024
2579280,4/7/2025
2583117,5/6/2024
2583117,5/8/2023
2583117,11/6/2023
2583117,4/7/2025
2583117,11/18/2024
2584998,9/9/2024
2584998,7/5/2023
2584998,11/29/2023
2584998,11/6/2023
2584998,4/7/2025
2584998,4/8/2024
2584998,11/18/2024
2584998,9/5/2023
2584998,5/6/2024
2585992,11/6/2023
2585992,9/9/2024
2585992,4/7/2025
2585992,9/5/2023
2585992,5/8/2023
2585992,4/8/2024
2585992,11/18/2024
2587890,5/6/2024
2587890,7/5/2023
2587890,4/8/2024
2587890,11/29/2023
2587890,11/18/2024
2587890,5/8/2023
2587890,9/9/2024
2587890,11/6/2023
2587890,9/5/2023
2589536,9/5/2023
2589536,7/5/2023
2589536,11/18/2024
2589536,4/8/2024
2589536,5/8/2023
2589536,11/6/2023
2589722,11/6/2023
2589722,9/9/2024
2589722,4/8/2024
2589722,5/6/2024
2589722,7/5/2023
2589722,5/8/2023
2589722,11/29/2023
2589722,9/5/2023
2590139,4/7/2025
2590139,5/8/2023
2590139,9/9/2024
2590139,4/8/2024
2590139,9/5/2023
2590139,11/6/2023
2590139,11/18/2024
2590139,5/6/2024
2590139,11/29/2023
2590139,7/5/2023
2606876,5/8/2023
2606876,5/6/2024
2606876,11/29/2023
2606876,11/6/2023
2613004,4/8/2024
2613004,11/6/2023
2613004,9/9/2024
2613004,7/5/2023
2613004,9/5/2023
2613004,5/6/2024
2613004,5/8/2023
2613004,11/29/2023
2614150,11/18/2024
2614150,4/8/2024
2614150,11/29/2023
2614150,5/8/2023
2614150,5/6/2024
2614150,7/5/2023
2614150,11/6/2023
2614150,9/9/2024
2614610,11/29/2023
2614610,4/8/2024
2614610,5/8/2023
2614610,11/6/2023
2614610,9/9/2024
2614610,4/7/2025
2614610,11/18/2024
2614610,5/6/2024
2614610,9/5/2023
2614936,11/29/2023
2614936,4/8/2024
2614936,11/18/2024
2614936,9/5/2023
2614936,5/8/2023
2614936,5/6/2024
2614936,4/7/2025
2614936,11/6/2023
2614936,9/9/2024
2616566,4/8/2024
2616566,11/29/2023
2616566,9/5/2023
2616566,11/6/2023
2616566,5/6/2024
2616566,10/16/2023
2622762,11/6/2023
2622762,5/6/2024
2622762,9/9/2024
2622762,5/8/2023
2622762,4/7/2025
2622762,11/29/2023
2622762,7/5/2023
2622762,4/8/2024
2622762,11/18/2024
2622762,9/5/2023
2624211,9/5/2023
2624211,11/6/2023
2624211,5/6/2024
2624211,5/8/2023
2624597,5/8/2023
2624597,7/5/2023
2627011,4/7/2025
2627011,7/5/2023
2627011,9/5/2023
2627011,11/6/2023
2627011,5/6/2024
2627011,5/8/2023
2627011,11/29/2023
2627114,11/6/2023
2627114,5/6/2024
2627114,11/29/2023
2627114,9/9/2024
2627114,4/8/2024
2627114,7/5/2023
2627114,5/8/2023
2627114,5/8/2023
2628012,11/6/2023
2628012,11/29/2023
2628012,7/5/2023
2628012,4/7/2025
2628012,11/18/2024
2628012,4/8/2024
2628012,9/9/2024
2628012,5/8/2023
2628012,11/6/2023
2628012,5/8/2023
2628012,9/5/2023
2628012,11/18/2024
2628012,9/5/2023
2628012,11/29/2023
2628012,5/6/2024
2629472,7/5/2023
2629472,11/29/2023
2629472,4/8/2024
2629472,5/8/2023
2629472,9/9/2024
2629472,11/6/2023
2629472,9/5/2023
2629472,11/18/2024
2629472,5/6/2024
2629472,4/7/2025
2631467,7/5/2023
2631467,11/6/2023
2631467,9/5/2023
2631467,5/6/2024
2631467,11/29/2023
2631467,4/7/2025
2631467,11/18/2024
2631467,5/8/2023
2631467,9/9/2024
2634106,11/6/2023
2634106,11/29/2023
2634106,5/6/2024
2634106,4/8/2024
2634106,9/5/2023
2634106,9/9/2024
2634106,7/5/2023
2635091,5/8/2023
2635091,9/9/2024
2635091,7/5/2023
2635091,9/5/2023
2635091,5/6/2024
2635091,11/29/2023
2635091,11/6/2023
2635091,4/8/2024
2636926,11/18/2024
2636926,7/5/2023
2636926,11/29/2023
2636926,11/6/2023
2636926,5/8/2023
2636926,4/7/2025
2636926,9/9/2024
2636926,9/5/2023
2636926,5/6/2024
2637606,5/8/2023
2637606,4/7/2025
2643422,11/6/2023
2643422,11/18/2024
2643422,5/8/2023
2643422,9/9/2024
2643422,5/6/2024
2643422,9/5/2023
2643422,4/8/2024
2643422,7/5/2023
2643422,4/7/2025
2643422,11/29/2023
2644575,9/9/2024
2644575,4/8/2024
2644575,5/6/2024
2644575,11/29/2023
2644575,9/5/2023
2644575,4/7/2025
2644575,11/18/2024
2644575,7/5/2023
2644575,11/6/2023
2644575,5/8/2023
2649597,4/8/2024
2649597,4/7/2025
2649597,11/29/2023
2649597,7/5/2023
2649597,5/6/2024
2649597,5/8/2023
2649597,9/5/2023
2649597,11/6/2023
2649597,11/18/2024
2649597,9/9/2024
2654916,11/18/2024
2654916,11/6/2023
2654916,11/29/2023
2654916,5/6/2024
2654916,7/5/2023
2654916,4/7/2025
2654916,9/5/2023
2654916,5/8/2023
2654916,4/8/2024
2658113,4/7/2025
2658113,11/18/2024
2658113,9/9/2024
2658113,4/8/2024
2661429,4/7/2025
2661429,11/6/2023
2661429,7/5/2023
2661429,11/18/2024
2661429,11/29/2023
2661429,5/6/2024
2661429,5/8/2023
2664276,9/5/2023
2664276,11/6/2023
2664276,5/8/2023
2664276,4/7/2025
2664276,11/18/2024
2667051,4/7/2025
2667051,11/18/2024
2667051,11/6/2023
